KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.000,78000,28.583,1.000,22295,1.513,12,2013,12,Poco
1.059,351000,30.069,54.000,5699259,0.000,54,2014,1,Medio
1.000,13000,30.069,0.182,711,0.091,2,2014,2,Medio
1.047,440000,30.170,5.826,773397,0.882,67,2014,3,Medio
1.073,308000,33.559,29.333,3031957,0.073,44,2014,4,Medio
1.040,176500,27.351,1.576,76069,0.342,26,2014,6,Medio
1.047,292500,24.127,3.913,276146,0.444,45,2014,7,Medio
1.021,312000,24.127,9.600,722646,0.193,48,2014,8,Medio
1.029,227500,24.127,23.333,1280730,0.076,35,2014,9,Medio
1.017,390000,24.127,1.000,94095,0.000,60,2014,10,Medio
1.037,364000,24.127,4.000,351287,0.000,56,2014,11,Medio
1.077,455000,22.683,2.121,218923,0.556,70,2014,12,Medio
1.092,539500,18.181,4.368,428476,0.613,83,2015,1,Mucho
1.073,383500,18.181,2.185,152358,0.237,59,2015,3,Medio
1.019,357500,18.181,1.325,86139,0.544,55,2015,4,Medio
1.000,279500,18.181,1.410,71641,0.784,43,2015,5,Medio
0.969,201500,18.181,1.590,58239,0.287,31,2015,6,Medio
1.053,260000,18.181,2.857,135056,0.558,40,2015,7,Medio
1.019,357500,18.181,8.462,549963,0.105,55,2015,8,Medio
1.020,325000,18.181,2.778,164132,0.214,50,2015,9,Medio
1.017,390000,18.181,1.935,137236,0.559,60,2015,10,Medio
1.000,435500,18.181,2.627,208036,0.636,67,2015,11,Medio
1.035,578500,14.575,4.140,349039,0.271,89,2015,12,Medio
1.059,812500,12.238,4.464,443914,0.375,125,2016,1,Mucho
1.022,598000,12.238,2.629,192374,0.310,92,2016,2,Medio
1.043,468000,12.238,2.028,116165,0.402,72,2016,3,Medio
1.030,442000,12.238,3.022,163482,0.311,68,2016,4,Medio
1.105,273000,12.238,2.333,77959,0.194,42,2016,5,Medio
1.075,279500,12.239,2.529,86524,0.346,43,2016,6,Medio
1.069,403000,12.238,3.263,160942,0.255,62,2016,7,Medio
1.128,344500,12.239,2.163,91207,0.510,53,2016,8,Medio
1.148,201500,12.239,1.476,36405,0.456,31,2016,9,Medio
