KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.100,99000,28.042,4.400,122152,5.000,22,2013,12,Nada
1.188,85500,28.042,3.455,82827,0.000,19,2014,1,Medio
1.091,162000,28.042,3.273,148675,0.702,36,2014,2,Mucho
1.028,166500,28.042,5.286,246793,0.429,37,2014,3,Mucho
1.148,139500,28.042,5.636,220489,0.098,31,2014,4,Mucho
1.000,99000,28.042,2.444,67862,0.231,22,2014,5,Medio
1.050,94500,28.042,2.000,53000,0.333,21,2014,6,Medio
1.238,117000,28.042,2.000,65619,0.446,26,2014,7,Medio
1.292,139500,28.042,2.696,105451,0.652,31,2014,8,Medio
1.000,72000,28.042,2.667,53841,0.308,16,2014,9,Medio
1.235,94500,28.042,1.826,48391,0.164,21,2014,10,Medio
1.033,139500,28.042,3.263,127652,0.838,31,2014,11,Mucho
1.042,112500,28.042,4.545,143398,0.000,25,2014,12,Medio
1.192,139500,28.042,4.133,161692,0.429,31,2015,1,Mucho
1.194,193500,28.042,6.615,358963,0.138,43,2015,2,Mucho
1.070,207000,28.042,10.222,593376,0.273,46,2015,3,Mucho
1.116,216000,28.042,6.000,363429,0.188,48,2015,5,Mucho
1.128,198000,28.042,11.000,610762,0.180,44,2015,6,Mucho
1.083,234000,28.042,13.000,853048,0.000,52,2015,7,Mucho
1.185,144000,30.423,4.923,215678,0.167,32,2015,8,Mucho
1.200,135000,32.275,3.750,163393,0.117,30,2015,9,Medio
1.219,175500,32.275,4.105,232534,0.289,39,2015,10,Medio
1.158,99000,32.275,2.444,78106,0.238,22,2015,11,Medio
1.214,153000,32.275,6.800,335790,0.330,34,2015,12,Medio
1.423,166500,32.275,3.217,172896,0.000,37,2016,1,Mucho
1.130,117000,32.275,1.625,61363,0.742,26,2016,2,Medio
1.237,211500,35.878,4.947,375411,0.278,47,2016,3,Mucho
1.217,126000,40.136,3.500,177000,0.273,28,2016,4,Medio
1.200,54000,33.333,1.143,20571,0.178,12,2016,5,Medio
1.182,117000,30.159,1.857,65531,0.517,26,2016,6,Medio
1.381,130500,25.123,1.813,59424,0.591,29,2016,7,Medio
1.429,90000,22.222,1.333,26667,0.851,20,2016,8,Medio
1.174,121500,21.693,2.250,59304,0.440,27,2016,9,Medio
