KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.000,25000,40.000,1.000,10000,1.513,5,2013,12,Poco
1.000,20000,40.000,8.000,64000,0.000,4,2014,1,Medio
1.000,15000,40.000,1.500,9000,0.300,3,2014,2,Medio
1.000,15000,40.000,0.750,4500,0.750,3,2014,3,Medio
1.200,30000,40.000,1.500,18000,1.500,6,2014,4,Poco
1.000,10000,40.000,0.500,2000,0.750,2,2014,5,Medio
1.000,10000,40.000,0.500,2000,1.364,2,2014,6,Poco
1.000,15000,40.000,2.000,12000,0.900,3,2014,7,Medio
1.000,20000,40.000,1.600,12800,0.000,4,2014,8,Medio
1.250,25000,40.000,2.000,20000,1.667,5,2014,9,Poco
1.000,15000,40.000,1.000,6000,0.000,3,2014,10,Medio
1.000,5000,40.000,1.000,2000,0.000,1,2014,11,Medio
1.200,30000,40.000,1.000,12000,0.000,6,2015,1,Mucho
1.000,25000,34.000,1.000,8500,0.000,5,2015,2,Medio
0.000,0,0.000,0.000,0,0.000,0,2015,3,Nada
1.000,10000,34.000,0.500,1700,1.364,2,2015,4,Poco
1.000,15000,34.000,2.000,10200,1.286,3,2015,5,Poco
1.000,35000,34.000,2.800,33320,0.000,7,2015,6,Mucho
1.000,25000,34.000,2.000,17000,1.250,5,2015,7,Poco
1.000,15000,34.000,2.000,10200,0.000,3,2015,8,Medio
1.000,15000,34.000,2.000,10200,0.600,3,2015,9,Medio
1.000,10000,34.000,0.667,2267,0.000,2,2015,10,Medio
1.200,30000,34.000,1.200,12240,2.250,6,2015,11,Poco
1.000,40000,34.000,3.200,43520,1.091,8,2015,12,Medio
1.167,35000,29.948,1.273,13340,0.188,7,2016,1,Medio
1.111,50000,29.273,2.000,29273,1.429,10,2016,2,Medio
1.000,40000,29.273,8.000,93673,0.000,8,2016,3,Mucho
1.000,20000,29.273,1.333,7806,0.240,4,2016,4,Medio
1.000,20000,29.273,0.889,5204,0.545,4,2016,5,Medio
1.000,25000,29.273,1.111,8131,0.938,5,2016,6,Medio
1.125,45000,29.273,3.000,39518,0.923,9,2016,7,Mucho
1.000,25000,29.273,2.000,14636,0.333,5,2016,8,Medio
1.000,10000,29.273,1.000,2927,0.474,2,2016,9,Poco
