KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
3.645,791000,41.641,1.306,430288,3.152,113,2013,12,Nada
3.396,1260000,38.506,1.364,661602,1.406,180,2014,1,Poco
2.974,836000,40.271,1.000,336668,1.403,116,2014,2,Poco
3.467,468000,52.171,1.651,403061,0.425,52,2014,3,Medio
1.800,162000,48.776,0.076,6027,0.043,18,2014,4,Medio
2.364,468000,44.532,0.118,24575,7.532,52,2014,5,Nada
3.889,315000,44.532,0.088,12336,10.205,35,2014,6,Nada
2.545,504000,44.532,0.159,35606,10.886,56,2014,7,Nada
2.040,459000,44.532,0.170,34807,6.818,51,2014,8,Nada
2.950,531000,44.532,0.242,57179,5.789,59,2014,9,Nada
1.846,210000,42.948,0.119,10716,3.867,24,2014,10,Nada
1.926,442000,41.270,0.277,50454,4.254,52,2014,11,Nada
1.839,484500,41.270,0.362,72363,4.133,57,2014,12,Nada
2.059,297500,41.270,0.281,34516,2.910,35,2015,1,Poco
2.222,510000,41.270,0.435,91511,2.500,60,2015,2,Poco
2.214,527000,41.270,0.642,139735,3.079,62,2015,3,Nada
2.727,510000,41.270,3.243,682622,0.707,60,2015,4,Medio
2.353,340000,41.270,0.678,95130,1.017,40,2015,6,Poco
2.222,510000,40.361,0.938,192976,1.123,60,2015,7,Poco
2.435,476000,38.674,0.368,67822,1.355,56,2015,8,Poco
2.806,858500,38.674,0.550,182744,4.500,101,2015,9,Nada
1.750,476000,38.674,0.533,98180,1.839,56,2015,10,Poco
2.071,493000,38.674,1.208,230383,1.085,58,2015,11,Poco
3.080,1309000,38.229,1.262,631674,0.265,154,2015,12,Medio
3.316,1606500,39.326,1.443,911493,2.519,189,2016,1,Medio
2.184,705500,38.972,0.703,193398,0.277,83,2016,2,Medio
1.560,331500,38.674,0.217,27855,1.401,39,2016,3,Poco
1.895,612000,38.674,0.581,137429,1.543,72,2016,4,Poco
2.429,722500,38.674,1.097,306459,1.361,85,2016,5,Poco
2.700,688500,36.983,1.588,404404,1.026,81,2016,6,Poco
3.021,1232500,42.431,1.716,897388,0.441,145,2016,7,Medio
3.781,1028500,44.872,1.646,759757,1.293,121,2016,8,Medio
2.706,782000,40.893,3.833,1225848,0.112,92,2016,9,Medio
