KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.909,67200,36.506,2.211,54228,3.158,42,2013,12,Poco
1.400,22400,36.506,1.273,10407,0.885,14,2014,1,Medio
1.125,14400,36.506,0.462,2426,0.160,9,2014,2,Medio
1.500,38400,36.506,1.043,14628,1.615,24,2014,3,Poco
1.583,30400,36.506,1.652,18335,0.702,19,2014,4,Medio
1.200,28800,36.512,1.385,14560,0.692,18,2014,5,Medio
1.400,21600,34.175,0.848,6263,0.689,14,2014,6,Medio
1.250,30000,32.294,0.690,6682,1.118,20,2014,7,Poco
1.700,51000,32.294,1.063,17499,2.250,34,2014,8,Poco
1.588,40500,32.294,0.844,11035,1.103,27,2014,9,Poco
1.000,12000,32.294,0.229,886,1.444,8,2014,10,Poco
1.600,36000,32.294,0.800,9301,1.348,24,2014,11,Poco
1.389,37500,32.294,0.943,11425,1.475,25,2014,12,Poco
1.125,13500,32.294,0.305,1330,1.263,9,2015,1,Poco
1.267,28500,32.294,0.613,5641,1.810,19,2015,2,Poco
1.727,57000,32.294,2.111,38860,1.528,38,2015,3,Medio
1.882,48000,29.988,2.462,35432,0.409,32,2015,4,Medio
1.857,39000,29.561,1.857,21410,0.573,26,2015,5,Medio
1.438,34500,28.761,1.179,11703,0.344,23,2015,6,Medio
1.214,51000,26.494,1.619,21876,1.037,34,2015,7,Poco
1.154,22500,26.494,0.909,5419,0.506,15,2015,8,Medio
1.500,27000,19.688,0.900,4784,0.792,18,2015,9,Medio
1.500,22500,1.991,0.638,286,0.940,15,2015,10,Poco
1.500,22500,1.991,0.526,236,1.625,15,2015,11,Nada
1.400,21000,1.991,0.583,244,1.938,14,2015,12,Nada
1.000,7500,1.991,0.345,51,1.159,5,2016,1,Nada
1.250,22500,1.991,1.034,463,1.059,15,2016,2,Poco
1.333,8000,26.493,0.160,339,1.500,4,2016,3,Poco
2.000,50000,41.195,0.606,12483,4.125,20,2016,4,Nada
1.556,35000,41.195,0.560,8074,2.538,14,2016,5,Poco
1.600,40000,41.195,0.457,7533,1.342,16,2016,6,Poco
1.333,40000,41.195,0.352,5794,3.180,16,2016,7,Nada
1.750,52500,41.195,0.764,16515,2.478,21,2016,8,Poco
1.125,22500,41.195,0.419,3880,0.962,9,2016,9,Medio
