KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.067,480000,36.970,4.571,811221,1.151,64,2013,12,Medio
1.045,345000,36.970,3.407,434599,0.000,46,2014,1,Mucho
1.035,442500,32.162,2.744,390548,0.443,59,2014,2,Mucho
1.031,247500,11.185,1.435,39717,0.284,33,2014,3,Medio
1.160,217500,36.970,0.866,69608,0.652,29,2014,4,Medio
1.118,285000,36.970,2.054,216423,0.917,38,2014,5,Medio
1.143,240000,32.525,1.641,128099,0.386,32,2014,7,Medio
1.105,315000,32.525,2.471,253123,0.750,42,2014,8,Medio
1.148,232500,32.525,2.818,213114,0.222,31,2014,9,Medio
1.118,285000,32.525,1.226,113629,0.400,38,2014,10,Medio
1.188,285000,32.525,1.310,121465,1.297,38,2014,11,Poco
1.170,412500,32.525,2.895,388377,0.280,55,2014,12,Mucho
1.225,367500,32.525,1.241,148278,0.641,49,2015,1,Medio
1.000,300000,32.525,1.096,106932,1.077,40,2015,2,Poco
1.129,262500,32.525,1.014,86616,0.458,35,2015,3,Medio
1.000,210000,32.525,0.622,42500,1.137,28,2015,4,Poco
1.000,187500,32.525,0.581,35456,1.252,25,2015,5,Poco
1.000,150000,32.525,0.606,29568,1.466,20,2015,6,Poco
1.063,127500,27.581,0.829,29162,0.945,17,2015,7,Medio
1.000,172500,27.272,0.885,41616,0.871,23,2015,8,Medio
1.045,172500,27.272,1.022,48089,1.700,23,2015,9,Poco
1.000,105000,27.272,0.500,14318,0.524,14,2015,10,Medio
1.071,112500,27.272,0.400,12272,2.250,15,2015,11,Poco
1.368,195000,27.272,1.529,81334,1.731,26,2015,12,Poco
1.346,262500,27.273,7.000,501134,0.218,35,2016,1,Mucho
1.071,252000,35.065,2.500,220909,0.237,30,2016,2,Medio
1.000,153000,35.829,0.857,46987,0.593,18,2016,3,Medio
1.000,204000,35.829,1.600,116945,0.867,24,2016,4,Medio
1.048,187000,35.829,6.286,421143,0.250,22,2016,5,Medio
1.200,51000,35.829,0.600,10964,0.047,6,2016,6,Medio
1.000,136000,35.829,1.391,67794,1.096,16,2016,7,Poco
1.000,161500,32.451,1.520,79662,0.273,19,2016,8,Medio
1.091,204000,31.551,1.600,102982,1.537,24,2016,9,Poco
