KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.056,114000,33.333,3.167,120333,0.375,19,2014,1,Medio
1.067,96000,33.333,5.333,170667,0.269,16,2014,2,Medio
1.000,36000,33.333,1.000,12000,0.000,6,2014,3,Medio
1.125,54000,33.333,9.000,162000,0.000,9,2014,4,Medio
1.000,24000,33.333,0.800,6400,0.194,4,2014,5,Medio
1.000,30000,33.333,0.476,4762,1.263,5,2014,6,Poco
1.125,54000,33.333,1.059,19059,2.167,9,2014,7,Poco
1.000,12000,33.333,0.667,2667,0.667,2,2014,8,Medio
1.000,48000,33.333,8.000,128000,0.375,8,2014,9,Medio
1.071,90000,33.333,15.000,450000,0.000,15,2014,10,Medio
1.056,114000,33.333,12.667,481333,0.240,19,2014,11,Medio
0.960,144000,33.333,12.000,576000,0.071,24,2014,12,Medio
1.000,12000,33.333,1.000,4000,0.155,2,2015,1,Medio
1.000,48000,33.333,5.333,85333,0.067,8,2015,2,Medio
1.000,78000,33.333,2.364,61455,0.176,13,2015,3,Medio
0.909,60000,33.333,1.111,22222,1.174,10,2015,4,Poco
1.077,84000,33.333,2.000,56000,0.871,14,2015,5,Medio
1.000,84000,33.333,2.333,65333,0.405,14,2015,6,Medio
1.000,42000,33.333,2.000,28000,0.553,7,2015,7,Medio
1.000,132000,33.333,1.000,44000,0.000,22,2015,8,Mucho
1.067,96000,33.333,10.667,341333,0.000,16,2015,9,Medio
1.050,126000,33.333,4.667,196000,0.200,21,2015,10,Medio
1.125,108000,33.333,2.571,92571,0.305,18,2015,11,Medio
1.032,192000,33.333,4.571,292571,0.436,32,2015,12,Mucho
1.026,234000,33.333,5.200,405600,0.254,39,2016,1,Mucho
0.963,156000,33.333,2.364,122909,0.303,26,2016,2,Medio
1.000,120000,33.333,2.500,100000,0.402,20,2016,3,Medio
1.000,156000,33.333,4.727,245818,0.106,26,2016,4,Medio
1.056,114000,33.333,2.923,111077,0.333,19,2016,5,Medio
1.083,78000,33.333,3.250,84500,0.231,13,2016,6,Medio
1.045,138000,33.333,4.600,211600,0.155,23,2016,7,Medio
1.053,120000,33.333,5.714,228571,0.382,20,2016,8,Medio
1.000,72000,33.333,3.000,72000,0.000,12,2016,9,Medio
