KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.190,175000,37.013,10.000,647727,0.136,25,2013,12,Mucho
1.000,210000,37.013,6.000,466364,0.255,30,2014,1,Mucho
0.966,196000,37.013,5.091,369322,0.234,28,2014,2,Medio
1.077,98000,36.039,2.800,98891,0.181,14,2014,3,Medio
1.091,168000,35.065,8.000,471273,0.208,24,2014,4,Medio
1.000,63000,35.065,6.000,132545,0.045,9,2014,5,Medio
1.000,49000,35.065,2.800,48109,0.128,7,2014,6,Medio
1.000,63000,35.065,3.600,79527,0.225,9,2014,7,Medio
1.000,63000,35.065,3.600,79527,0.240,9,2014,8,Medio
1.059,126000,35.065,9.000,397636,0.360,18,2014,9,Medio
1.133,119000,35.065,17.000,709364,0.083,17,2014,10,Medio
1.063,119000,35.065,6.800,283745,0.068,17,2014,11,Medio
1.118,133000,35.065,4.222,196909,0.231,19,2014,12,Medio
1.222,154000,35.065,8.800,475200,0.283,22,2015,1,Medio
1.000,105000,35.065,15.000,552273,0.000,15,2015,2,Medio
1.000,112000,35.065,16.000,628364,0.107,16,2015,3,Medio
1.000,112000,35.065,6.400,251345,0.261,16,2015,5,Medio
1.000,35000,35.065,1.667,20455,0.064,5,2015,6,Medio
1.000,84000,35.065,4.000,117818,0.417,12,2015,7,Medio
1.000,63000,35.065,18.000,397636,0.091,9,2015,8,Medio
1.000,77000,35.065,5.500,148500,0.000,11,2015,9,Medio
1.000,112000,35.065,8.000,314182,0.375,16,2015,10,Medio
1.250,70000,35.065,1.000,24545,0.000,10,2015,11,Medio
1.000,98000,35.065,1.000,34364,0.000,14,2015,12,Medio
1.091,84000,35.065,1.000,29455,0.000,12,2016,1,Medio
1.045,161000,35.065,1.000,56455,0.000,23,2016,2,Mucho
1.000,84000,35.065,3.429,100987,0.429,12,2016,4,Medio
1.000,49000,35.065,14.000,240545,0.000,7,2016,5,Medio
1.000,42000,35.065,12.000,176727,0.091,6,2016,6,Medio
1.000,49000,35.065,4.667,80182,0.000,7,2016,7,Medio
1.000,56000,33.036,2.667,49333,0.450,8,2016,8,Medio
1.071,105000,31.818,10.000,334091,0.429,15,2016,9,Medio
