KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.049,288000,43.406,3.097,387126,1.529,192,2013,12,Medio
1.076,340500,43.406,4.283,633020,0.400,227,2014,1,Mucho
1.050,220500,43.406,2.178,208436,0.315,147,2014,2,Medio
1.051,216000,43.406,2.215,207708,0.398,144,2014,3,Medio
1.087,169500,43.406,3.965,291712,0.319,113,2014,4,Medio
1.041,190500,43.436,1.435,118741,0.015,127,2014,5,Medio
1.068,259500,43.439,1.173,132213,1.367,173,2014,6,Poco
1.035,265500,43.439,1.251,144266,0.872,177,2014,7,Medio
1.021,289500,43.439,1.414,177810,1.025,193,2014,8,Medio
1.071,315000,43.439,1.443,197493,0.608,210,2014,9,Mucho
1.022,345000,43.439,1.474,220956,0.936,230,2014,10,Mucho
1.035,313500,43.439,1.652,224997,0.621,209,2014,11,Mucho
1.005,321000,43.439,1.223,170516,0.564,214,2014,12,Mucho
1.048,262500,43.439,0.794,90499,1.047,175,2015,1,Poco
1.024,255000,43.439,0.904,100165,1.069,170,2015,2,Poco
1.006,244500,43.439,1.240,131651,0.875,163,2015,3,Medio
1.087,225000,42.334,1.429,136073,0.591,150,2015,4,Medio
1.034,226500,40.055,1.319,119644,0.683,151,2015,5,Medio
1.019,247500,39.008,1.209,116702,0.769,165,2015,6,Medio
1.024,258000,34.297,1.458,128980,0.991,172,2015,7,Medio
1.032,244500,34.297,1.940,162721,0.504,163,2015,8,Medio
1.017,180000,31.458,1.395,79011,0.516,120,2015,9,Medio
1.051,246000,29.212,2.201,158192,0.567,164,2015,10,Medio
1.084,252000,29.212,2.453,180544,0.423,168,2015,11,Medio
1.086,322500,29.212,5.811,547431,0.491,215,2015,12,Mucho
1.219,250500,29.212,1.341,98156,0.805,167,2016,2,Medio
1.080,183000,29.212,1.743,93170,0.464,122,2016,3,Medio
1.088,279000,29.212,1.603,130684,0.297,186,2016,4,Mucho
1.168,282000,29.212,1.109,91369,1.156,188,2016,5,Medio
1.036,259500,29.212,1.157,87721,0.944,173,2016,6,Medio
1.090,289500,29.212,1.779,150432,0.784,193,2016,7,Mucho
1.127,280500,29.212,1.861,152465,0.401,187,2016,8,Mucho
1.083,177000,29.212,1.040,53755,0.689,118,2016,9,Medio
