KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.167,7700,41.460,1.556,4966,6.000,7,2013,12,Nada
1.100,12100,41.460,11.000,55183,0.273,11,2014,1,Medio
1.000,9900,41.460,3.600,14776,0.136,9,2014,2,Medio
1.000,16500,41.460,1.765,12072,0.444,15,2014,3,Medio
1.000,13200,41.460,1.714,9382,1.114,12,2014,4,Poco
1.000,8800,41.460,2.667,9729,0.083,8,2014,5,Medio
1.000,8800,41.460,1.231,4490,0.429,8,2014,6,Medio
1.000,23100,41.460,2.211,21171,0.857,21,2014,7,Medio
1.100,12100,41.460,0.957,4799,0.892,11,2014,8,Medio
1.043,26400,41.460,1.846,20207,0.900,24,2014,9,Medio
1.000,15400,41.460,2.000,12770,0.750,14,2014,10,Medio
1.167,7700,41.460,2.800,8939,0.000,7,2014,11,Medio
1.000,7700,41.460,0.359,1146,0.333,7,2014,12,Medio
1.160,31900,41.460,1.487,19669,3.643,29,2015,1,Poco
1.063,18700,41.460,0.829,6429,0.349,17,2015,2,Medio
1.063,37400,41.460,1.360,21088,2.038,34,2015,3,Medio
1.105,23100,41.460,1.355,12976,0.525,21,2015,4,Medio
1.056,20900,41.460,0.974,8443,0.708,19,2015,5,Medio
1.091,26400,41.460,1.500,16418,0.892,24,2015,6,Medio
1.042,27500,41.460,2.632,30004,0.469,25,2015,7,Medio
1.105,23100,41.460,4.667,44694,0.397,21,2015,8,Medio
0.889,8800,41.460,1.000,3648,0.000,8,2015,9,Medio
1.133,37400,41.460,1.943,30126,0.889,34,2015,10,Mucho
1.000,23100,41.460,1.024,9811,0.905,21,2015,11,Medio
1.033,34100,41.460,2.480,35062,1.048,31,2015,12,Medio
1.042,27500,41.460,1.786,20360,0.105,25,2016,1,Medio
1.000,26400,41.460,1.846,20207,0.974,24,2016,2,Medio
1.083,28600,41.460,5.200,61659,0.038,26,2016,3,Medio
1.038,29700,41.460,3.600,44329,0.360,27,2016,4,Medio
1.130,28600,41.460,2.261,26808,0.234,26,2016,5,Medio
1.105,23100,41.460,1.135,10871,0.646,21,2016,6,Medio
1.083,28600,41.460,1.061,12584,0.811,26,2016,7,Medio
1.385,39600,41.460,1.565,25698,1.192,36,2016,8,Medio
1.579,33000,41.460,1.154,15787,0.614,30,2016,9,Mucho
