KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.077,58800,33.939,5.600,111756,2.500,14,2013,12,Medio
1.000,71400,33.939,3.091,74901,0.429,17,2014,2,Medio
1.000,16800,33.939,0.889,5068,0.391,4,2014,3,Medio
1.000,33600,33.939,4.000,45615,0.250,8,2014,4,Medio
1.000,16800,33.988,0.667,3807,0.103,4,2014,5,Medio
1.000,25200,34.004,0.545,4674,2.063,6,2014,6,Poco
1.125,37800,34.004,0.947,12177,1.833,9,2014,7,Poco
1.000,33600,34.004,1.143,13058,1.263,8,2014,8,Poco
1.000,25200,34.004,2.000,17138,0.783,6,2014,9,Medio
1.000,21000,34.004,10.000,71409,0.000,5,2014,10,Medio
1.000,21000,34.004,1.111,7934,0.158,5,2014,11,Medio
1.000,33600,34.004,1.143,13058,1.500,8,2014,12,Poco
1.000,25200,34.004,2.000,17138,1.000,6,2015,1,Poco
1.000,12600,34.004,0.667,2856,0.000,3,2015,2,Medio
1.000,21000,34.004,0.526,3758,1.588,5,2015,3,Poco
1.125,37800,26.688,1.059,10682,2.143,9,2015,4,Poco
1.000,4200,26.688,0.154,172,1.235,1,2015,5,Poco
0.000,0,0.000,0.000,0,1.200,0,2015,6,Nada
1.200,25200,19.524,0.500,2460,3.600,6,2015,7,Nada
1.083,54600,19.524,2.167,23097,5.143,13,2015,8,Nada
1.000,16800,12.803,1.000,2151,0.000,4,2015,9,Medio
1.000,29400,10.563,0.933,2898,1.043,7,2015,10,Poco
1.000,25200,10.563,0.857,2282,0.875,6,2015,11,Medio
1.400,29400,10.563,2.000,6211,1.235,7,2015,12,Poco
1.045,96600,10.286,6.571,65296,0.000,23,2016,1,Mucho
1.188,79800,10.108,2.000,16133,0.583,19,2016,2,Mucho
1.111,58200,35.130,0.769,15727,0.735,10,2016,3,Medio
1.111,60000,37.076,0.833,18538,0.808,10,2016,4,Medio
1.000,30000,37.076,0.476,5297,0.769,5,2016,5,Medio
1.000,72000,37.076,1.714,45762,1.320,12,2016,6,Poco
1.143,48000,37.076,5.333,94914,0.333,8,2016,7,Medio
1.000,54000,37.076,6.000,120125,0.000,9,2016,8,Mucho
0.833,30000,37.076,1.429,15890,0.310,5,2016,9,Medio
