KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.250,15000,52.106,0.909,7105,2.308,10,2013,12,Poco
1.875,22500,52.106,1.429,16748,1.565,15,2014,1,Medio
0.000,0,0.000,0.000,0,0.711,0,2014,2,Nada
2.500,7500,52.106,0.909,3553,1.080,5,2014,3,Poco
1.000,1500,52.106,0.667,521,0.300,1,2014,4,Medio
2.286,24000,37.606,3.200,28881,0.500,16,2014,5,Mucho
1.333,12000,37.606,1.778,8023,1.227,8,2014,6,Poco
2.000,18000,37.606,1.000,6769,0.000,12,2014,7,Mucho
1.600,12000,37.606,1.000,4513,0.000,8,2014,8,Medio
1.714,18000,37.606,0.750,5077,1.714,12,2014,9,Poco
2.000,12000,37.606,0.667,3008,1.500,8,2014,10,Poco
2.200,16500,37.606,1.294,8030,0.857,11,2014,11,Medio
1.000,10500,37.606,0.609,2404,0.871,7,2014,12,Medio
1.833,16500,37.606,0.759,4707,1.615,11,2015,1,Poco
1.000,4500,37.606,0.222,376,1.552,3,2015,2,Poco
1.167,10500,37.606,0.824,3252,1.714,7,2015,3,Poco
0.000,0,0.000,0.000,0,0.714,0,2015,4,Nada
1.250,7500,37.606,0.588,1659,1.500,5,2015,5,Poco
1.286,13500,34.460,1.200,5582,3.000,9,2015,6,Poco
2.000,6000,34.460,0.571,1181,0.643,4,2015,7,Medio
0.800,6000,30.732,0.444,820,1.833,4,2015,8,Nada
2.333,10500,30.732,2.000,6454,1.235,7,2015,9,Poco
1.500,13500,10.000,6.000,8100,0.000,9,2015,10,Medio
1.200,9000,10.000,1.000,900,0.450,6,2015,11,Poco
1.000,6000,10.000,0.533,320,1.227,4,2015,12,Nada
1.500,4500,10.000,0.286,129,0.947,3,2016,1,Poco
1.000,4500,10.000,0.222,100,3.462,3,2016,2,Nada
1.167,12500,24.400,0.824,2512,3.600,7,2016,3,Nada
2.000,20000,30.936,1.667,10312,1.154,10,2016,4,Medio
1.500,24000,30.545,0.923,6767,1.050,12,2016,5,Medio
1.667,10000,30.545,0.303,926,1.966,5,2016,6,Poco
1.250,10000,30.545,0.313,955,1.556,5,2016,7,Poco
1.000,6000,30.545,0.182,333,2.455,3,2016,8,Poco
1.000,4000,30.545,0.148,181,3.462,2,2016,9,Nada
