KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.431,292000,28.979,2.863,242241,0.750,146,2013,12,Medio
2.319,334000,28.979,1.590,153943,0.723,167,2014,1,Medio
1.365,262000,28.979,1.004,76216,0.949,131,2014,2,Medio
1.152,196500,33.144,0.679,44229,0.804,91,2014,3,Medio
1.375,137500,29.091,0.453,18107,1.149,55,2014,4,Poco
1.440,180000,42.792,0.818,63020,1.018,72,2014,5,Poco
1.180,147500,43.183,1.135,72269,1.128,59,2014,6,Poco
1.878,230000,34.605,2.556,203399,0.355,92,2014,7,Medio
1.146,137500,29.090,0.667,26666,0.673,55,2014,8,Medio
1.170,155000,29.090,0.747,33681,1.675,62,2014,9,Poco
1.167,192500,29.090,0.751,42067,0.732,77,2014,10,Medio
1.301,270000,29.090,0.386,30295,2.381,108,2014,11,Poco
1.723,357500,29.090,0.428,44459,4.931,143,2014,12,Nada
2.280,467500,29.090,1.103,150037,2.405,187,2015,1,Poco
1.625,292500,29.090,1.083,92179,0.521,117,2015,2,Medio
1.471,320000,29.090,1.085,100977,0.940,128,2015,3,Medio
1.492,227500,29.090,0.827,54749,0.667,91,2015,4,Medio
1.039,200000,29.090,0.702,40828,1.107,80,2015,5,Poco
1.034,152500,29.090,0.457,20270,1.043,61,2015,6,Poco
1.146,295000,29.090,0.881,75569,2.108,118,2015,7,Poco
1.328,435000,29.090,1.432,181219,1.216,174,2015,8,Poco
1.183,242500,29.090,0.812,57261,1.173,97,2015,9,Poco
1.739,300000,29.090,0.916,79942,0.779,120,2015,10,Medio
2.023,440000,29.090,1.709,218710,1.235,176,2015,11,Poco
2.656,617500,29.090,3.455,620541,0.344,247,2015,12,Mucho
2.111,617500,29.090,2.330,418572,0.541,247,2016,1,Mucho
1.956,445000,29.090,1.014,131294,0.510,178,2016,2,Medio
1.321,185000,29.090,0.370,19912,1.058,74,2016,3,Poco
1.149,192500,29.090,0.497,27818,0.980,77,2016,4,Medio
1.250,187500,29.090,0.446,24350,1.340,75,2016,5,Poco
1.125,135000,29.090,0.312,12258,2.509,54,2016,6,Poco
1.155,280000,29.092,1.082,88148,2.286,112,2016,7,Poco
1.147,215000,29.093,1.607,100549,0.622,86,2016,8,Medio
1.653,202500,29.093,1.317,77594,0.679,81,2016,9,Medio
