KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.167,28000,36.362,0.560,5702,0.128,7,2014,1,Medio
1.026,156000,36.362,1.418,80447,1.278,39,2014,2,Poco
1.037,112000,36.363,0.848,34555,1.215,28,2014,3,Poco
1.069,124000,36.362,1.676,75554,1.378,31,2014,4,Poco
1.050,84000,36.362,2.800,85523,0.092,21,2014,5,Medio
0.955,84000,36.363,3.231,98683,0.450,21,2014,6,Medio
1.000,76000,36.362,5.429,150018,0.041,19,2014,7,Medio
1.000,68000,36.362,1.360,33628,0.295,17,2014,8,Medio
1.000,88000,36.362,1.571,50284,1.000,22,2014,9,Poco
1.050,84000,36.362,2.800,85523,0.466,21,2014,10,Medio
1.000,72000,36.362,6.000,157085,0.300,18,2014,11,Medio
1.000,64000,36.362,2.286,53192,0.000,16,2014,12,Medio
1.077,112000,36.362,3.111,126703,0.764,28,2015,1,Medio
1.524,128000,31.248,5.333,213320,0.194,32,2015,2,Medio
1.056,76000,27.270,2.533,52504,0.316,19,2015,3,Medio
0.923,48000,27.270,1.200,15708,0.266,12,2015,4,Medio
1.000,72000,27.270,1.125,22089,0.619,18,2015,5,Medio
1.000,76000,27.271,0.884,18316,1.163,19,2015,6,Poco
1.000,68000,27.271,0.791,14663,1.469,17,2015,7,Poco
1.045,92000,27.271,1.394,34973,1.056,23,2015,8,Poco
1.000,88000,27.271,1.048,25141,0.712,22,2015,9,Medio
1.040,104000,27.271,1.061,30098,1.355,26,2015,10,Poco
1.048,88000,27.270,1.158,27787,0.887,22,2015,11,Medio
1.029,144000,27.271,3.273,128518,0.729,36,2015,12,Mucho
1.294,88000,27.271,1.833,43997,0.179,22,2016,1,Medio
1.053,80000,27.271,1.111,24241,0.712,20,2016,2,Medio
1.000,20000,27.270,0.333,1818,0.654,5,2016,3,Medio
1.042,100000,27.270,1.351,36852,0.830,25,2016,4,Medio
1.056,76000,27.270,0.927,19209,1.440,19,2016,5,Poco
1.000,96000,27.271,1.200,31416,1.041,24,2016,6,Poco
1.214,136000,27.271,1.417,52541,1.015,34,2016,7,Poco
1.102,216000,27.271,2.455,144585,0.974,54,2016,8,Mucho
1.000,96000,27.271,1.500,39270,0.509,24,2016,9,Medio
