KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.054,560500,29.666,1.000,166276,0.000,59,2013,12,Mucho
1.052,579500,29.666,2.000,343827,0.907,61,2014,2,Medio
1.081,383000,30.216,3.636,420833,0.379,40,2014,3,Medio
1.063,340000,32.614,1.889,209454,0.064,34,2014,5,Medio
1.000,215500,27.841,1.023,61393,0.868,22,2014,6,Medio
1.097,323000,25.597,2.267,187405,0.313,34,2014,7,Medio
1.125,256500,25.597,1.459,95824,0.667,27,2014,8,Medio
0.974,351500,25.597,2.000,179949,0.614,37,2014,9,Medio
1.000,380000,25.597,2.000,194540,0.612,40,2014,10,Medio
1.082,503500,25.597,3.419,440695,0.577,53,2014,11,Mucho
1.158,836000,25.597,5.176,1107731,0.254,88,2014,12,Mucho
1.103,608000,25.597,2.065,321304,0.381,64,2015,1,Medio
1.125,598500,25.597,2.377,364212,0.571,63,2015,2,Medio
1.050,598500,25.597,6.000,919203,0.195,63,2015,3,Mucho
1.034,579500,25.597,2.711,402156,0.111,61,2015,4,Medio
1.262,503500,25.597,1.683,216849,0.610,53,2015,5,Medio
1.093,446500,25.597,1.593,182092,0.424,47,2015,6,Medio
1.311,560500,25.598,1.934,277540,0.634,59,2015,7,Medio
1.156,494000,25.598,2.080,263022,0.509,52,2015,8,Medio
1.151,579500,25.597,3.297,489112,0.437,61,2015,9,Mucho
1.098,532000,22.403,2.545,303373,0.244,56,2015,10,Medio
1.191,532000,21.531,3.500,400916,0.533,56,2015,11,Mucho
1.065,779000,21.532,16.400,2750784,0.035,82,2015,12,Mucho
1.083,864500,21.532,6.276,1168191,0.124,91,2016,1,Mucho
1.062,655500,21.532,3.067,432827,0.275,69,2016,2,Mucho
1.167,532000,21.531,2.545,291575,0.298,56,2016,3,Medio
1.130,579500,21.532,2.837,354013,0.278,61,2016,4,Medio
1.077,532000,21.532,2.286,261823,0.371,56,2016,5,Medio
1.093,446500,21.532,2.043,196457,0.451,47,2016,6,Medio
1.091,570000,21.532,2.182,267774,0.366,60,2016,7,Medio
1.105,399000,21.532,1.500,128866,0.644,42,2016,8,Medio
1.209,494000,21.532,2.476,263384,0.423,52,2016,9,Medio
