KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.000,60000,36.362,0.909,19834,6.000,15,2013,12,Nada
1.357,76000,36.362,0.927,25613,3.000,19,2014,1,Medio
1.143,64000,36.362,0.593,13791,1.500,16,2014,2,Medio
1.100,44000,36.362,0.319,5101,2.040,11,2014,3,Poco
1.133,68000,36.362,0.642,15862,2.283,17,2014,4,Medio
1.000,32000,36.362,0.571,6649,1.227,8,2014,5,Poco
1.000,16000,36.363,0.615,3580,0.833,4,2014,6,Medio
1.000,16000,36.363,0.400,2327,0.310,4,2014,7,Medio
1.000,24000,36.362,0.300,2618,3.188,6,2014,8,Nada
1.000,32000,36.362,0.410,4774,4.929,8,2014,9,Nada
1.000,24000,36.362,0.273,2380,2.667,6,2014,10,Poco
1.000,12000,36.362,0.113,494,4.200,3,2014,11,Nada
1.167,28000,36.362,0.326,3315,4.412,7,2014,12,Nada
1.000,20000,36.362,0.385,2797,3.375,5,2015,1,Nada
1.000,8000,27.269,0.211,459,1.600,2,2015,2,Poco
1.000,4000,27.269,0.095,104,2.357,1,2015,3,Poco
1.000,20000,27.269,0.303,1653,3.750,5,2015,4,Nada
1.000,20000,27.271,0.244,1330,8.625,5,2015,5,Nada
1.000,36000,27.271,0.667,6545,4.909,9,2015,6,Nada
1.200,48000,27.269,1.412,18479,1.421,12,2015,7,Poco
1.000,48000,27.270,1.846,24165,0.923,12,2015,8,Medio
1.000,52000,27.269,2.889,40964,0.455,13,2015,9,Medio
1.125,36000,27.269,3.600,35341,0.324,9,2015,10,Medio
1.000,4000,27.269,2.000,2182,0.088,1,2015,11,Poco
1.000,52000,27.270,5.200,73737,0.000,13,2015,12,Mucho
1.071,60000,27.270,1.154,18880,0.652,15,2016,1,Medio
1.000,16000,27.271,0.211,919,2.172,4,2016,2,Poco
1.000,32000,27.271,0.421,3674,1.594,8,2016,3,Poco
1.000,32000,27.271,0.471,4107,2.333,8,2016,4,Poco
1.000,36000,27.271,1.059,10395,1.950,9,2016,5,Poco
1.000,24000,27.269,0.667,4363,0.480,6,2016,6,Medio
1.000,48000,27.269,0.706,9239,1.826,12,2016,7,Poco
1.143,32000,27.271,0.500,4363,2.222,8,2016,8,Poco
1.000,32000,27.271,0.762,6649,1.385,8,2016,9,Poco
