KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
2.000,205000,27.716,0.213,12089,1.513,10,2013,12,Poco
1.000,41000,27.716,0.024,274,21.000,2,2014,1,Nada
1.000,82000,27.716,0.050,1136,17.571,4,2014,2,Nada
1.000,102500,27.716,0.066,1881,14.625,5,2014,3,Nada
1.500,184500,27.716,0.131,6719,19.909,9,2014,4,Nada
1.000,82000,27.716,0.065,1466,10.667,4,2014,5,Nada
1.000,143500,27.716,0.123,4884,10.000,7,2014,6,Nada
1.000,123000,27.716,0.125,4261,8.100,6,2014,7,Nada
1.167,143500,27.716,0.163,6475,7.412,7,2014,8,Nada
1.222,225500,27.716,0.289,18092,6.600,11,2014,9,Nada
1.000,82000,27.716,0.133,3030,4.000,4,2014,10,Nada
1.000,123000,27.716,0.240,8182,3.818,6,2014,11,Nada
1.000,102500,27.716,0.256,7284,3.143,5,2014,12,Nada
1.125,184500,28.841,0.367,19547,3.400,9,2015,1,Nada
1.000,82000,29.162,0.133,3188,4.800,4,2015,2,Nada
1.500,123000,29.162,0.240,8609,4.667,6,2015,3,Nada
1.429,205000,29.162,0.588,35166,3.474,10,2015,4,Nada
1.000,41000,27.716,0.087,988,1.800,2,2015,5,Poco
1.000,164000,27.716,0.267,12121,5.667,8,2015,6,Nada
1.077,287000,27.716,0.737,58612,3.900,14,2015,7,Poco
1.000,20500,27.716,0.091,517,1.500,1,2015,8,Poco
1.250,102500,24.523,0.256,6445,1.304,5,2015,9,Poco
1.000,184500,22.395,0.295,12192,4.350,9,2015,10,Nada
0.833,102500,22.395,0.105,2416,6.400,5,2015,11,Nada
1.000,61500,22.395,0.049,672,9.947,3,2015,12,Nada
0.000,0,0.000,0.000,0,10.588,0,2016,1,Nada
1.000,102500,22.395,0.087,1996,22.500,5,2016,2,Nada
1.133,348500,22.395,0.366,28533,20.625,17,2016,3,Nada
1.333,82000,22.395,0.111,2040,5.182,4,2016,4,Nada
1.111,205000,22.395,0.345,15831,3.923,10,2016,5,Nada
1.000,205000,22.395,0.500,22955,2.323,10,2016,6,Poco
1.000,287000,22.395,1.556,99980,2.000,14,2016,7,Medio
1.000,41000,22.395,2.000,18364,0.176,2,2016,8,Poco
1.000,61500,20.177,0.286,3545,0.000,3,2016,9,Medio
