KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.067,72000,43.406,0.857,26788,3.571,48,2013,12,Poco
1.021,72000,43.406,0.686,21430,2.067,48,2014,1,Medio
1.000,48000,43.406,0.516,10754,1.696,32,2014,2,Poco
1.000,39000,43.406,0.444,7524,1.078,26,2014,3,Poco
1.000,76500,43.406,1.121,37220,2.009,51,2014,4,Medio
1.045,34500,43.418,0.597,8949,0.550,23,2014,5,Medio
0.962,37500,43.439,0.562,9152,1.710,25,2014,6,Poco
0.958,34500,43.439,0.568,8511,0.970,23,2014,7,Poco
1.000,46500,43.439,0.488,9861,2.070,31,2014,8,Poco
1.030,51000,43.439,0.557,12348,2.962,34,2014,9,Poco
1.000,61500,43.439,1.224,32696,1.500,41,2014,10,Medio
0.969,46500,43.439,1.127,22770,0.651,31,2014,11,Medio
1.031,49500,43.439,0.930,19988,0.906,33,2014,12,Medio
0.955,31500,43.439,0.268,3661,1.114,21,2015,1,Poco
0.955,31500,43.439,0.195,2673,4.165,21,2015,2,Nada
0.957,33000,43.439,0.229,3285,3.880,22,2015,3,Nada
1.000,67500,43.439,0.621,18200,4.453,45,2015,4,Poco
0.947,54000,43.439,1.125,26389,1.705,36,2015,5,Poco
0.947,27000,41.408,1.200,13416,0.408,18,2015,6,Medio
1.000,28500,34.297,0.717,7008,0.485,19,2015,7,Medio
1.105,31500,34.297,0.689,7439,1.521,21,2015,8,Poco
1.000,15000,34.297,0.526,2708,1.241,10,2015,9,Poco
1.000,28500,29.747,1.310,11109,0.840,19,2015,10,Medio
1.000,36000,29.212,1.043,10974,0.900,24,2015,11,Medio
1.077,42000,29.212,0.596,7309,1.755,28,2015,12,Poco
1.000,42000,29.212,0.571,7011,2.662,28,2016,1,Poco
1.231,48000,29.212,0.821,11505,1.313,32,2016,2,Poco
1.043,36000,29.212,0.585,6156,1.466,24,2016,3,Poco
1.037,42000,29.212,0.800,9815,1.393,28,2016,4,Poco
1.103,48000,29.212,0.914,12820,1.107,32,2016,5,Poco
1.000,48000,29.212,0.508,7122,1.393,32,2016,6,Poco
1.043,72000,29.212,0.762,16025,2.837,48,2016,7,Medio
1.000,40500,29.212,0.593,7021,1.045,27,2016,8,Poco
0.973,54000,29.212,0.667,10516,1.458,36,2016,9,Poco
