KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.194,1015000,24.364,7.382,1825457,1.035,203,2013,12,Medio
1.274,1140000,24.364,4.701,1305690,0.052,228,2014,1,Medio
1.267,830000,24.364,2.000,404436,0.476,166,2014,2,Medio
1.240,1035000,24.364,3.312,835166,0.377,207,2014,3,Medio
1.201,835000,24.364,3.591,730621,0.250,167,2014,4,Medio
1.198,725000,24.364,2.613,461482,0.239,145,2014,5,Medio
1.241,702000,25.418,1.887,336767,0.393,134,2014,6,Medio
1.124,599500,23.967,1.218,174987,0.498,109,2014,7,Medio
1.268,781000,23.967,1.511,282764,0.812,142,2014,8,Medio
1.105,638000,23.967,1.657,253392,0.647,116,2014,9,Medio
1.126,687500,23.967,1.938,319327,0.466,125,2014,10,Medio
1.094,511500,23.967,1.319,161716,0.564,93,2014,11,Medio
1.105,693000,23.967,1.775,294753,0.620,126,2014,12,Medio
1.036,627000,23.967,1.727,259562,0.637,114,2015,1,Medio
1.063,561000,23.967,1.397,187868,0.532,102,2015,2,Medio
1.196,638000,23.967,1.681,257065,0.763,116,2015,3,Medio
1.063,555500,23.967,2.000,266273,0.461,101,2015,4,Medio
1.087,550000,23.967,1.818,239669,0.470,100,2015,5,Medio
1.188,313500,23.967,0.857,64403,0.568,57,2015,6,Medio
1.027,418000,24.017,1.086,108997,0.849,76,2015,7,Medio
1.062,379500,23.994,1.070,97409,0.863,69,2015,8,Medio
1.209,445500,23.967,1.742,185991,0.921,81,2015,9,Medio
1.100,363000,23.967,1.138,99000,0.412,66,2015,10,Medio
1.111,330000,23.967,0.857,67792,1.181,60,2015,11,Poco
1.261,319000,23.967,0.879,67187,0.797,58,2015,12,Medio
1.468,500500,23.967,1.273,152669,1.255,91,2016,1,Poco
1.455,440000,23.967,1.429,150649,0.947,80,2016,2,Medio
1.396,407000,23.967,1.383,134923,0.603,74,2016,3,Medio
1.311,324500,23.967,0.959,74611,0.747,59,2016,4,Medio
2.600,715000,23.967,2.766,473985,0.873,130,2016,5,Medio
2.509,731500,23.967,3.167,555174,0.365,133,2016,6,Medio
2.356,1023000,24.516,3.308,829569,0.484,172,2016,7,Medio
2.860,1596000,24.091,9.017,3466935,0.359,266,2016,8,Mucho
4.190,1056000,24.091,2.750,699600,0.037,176,2016,9,Medio
