KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.063,272000,22.159,3.400,204927,1.714,34,2013,12,Poco
1.034,240000,22.159,3.750,199432,0.436,30,2014,1,Medio
1.032,256000,22.159,1.684,95541,0.282,32,2014,2,Medio
0.962,200000,22.159,0.943,41810,0.938,25,2014,3,Poco
1.000,152000,22.159,0.844,28442,0.793,19,2014,4,Medio
1.000,216000,22.159,1.543,73847,0.868,27,2014,5,Medio
1.000,64000,22.159,0.889,12606,0.549,8,2014,6,Poco
1.000,120000,22.159,1.579,41986,0.278,15,2014,7,Medio
1.000,128000,22.159,1.600,45382,0.840,16,2014,8,Medio
1.000,144000,22.159,2.250,71795,0.462,18,2014,9,Medio
0.958,184000,22.159,1.704,69465,0.612,23,2014,10,Poco
1.000,240000,22.159,1.154,61364,0.895,30,2014,11,Medio
1.023,360000,22.159,1.636,130537,1.479,45,2014,12,Medio
1.000,354000,22.599,3.385,270769,0.612,44,2015,1,Mucho
1.000,178500,26.738,2.000,95455,0.151,21,2015,2,Medio
1.000,221000,26.738,1.486,87792,0.409,26,2015,3,Medio
1.053,170000,26.738,2.000,90909,0.659,20,2015,4,Medio
1.000,204000,26.738,4.000,218182,0.000,24,2015,5,Medio
1.000,195500,26.738,2.421,126555,0.514,23,2015,6,Medio
1.000,170000,26.738,3.333,151515,0.313,20,2015,7,Medio
1.000,144500,26.738,1.889,72980,0.224,17,2015,8,Medio
1.000,102000,26.738,0.632,17225,0.650,12,2015,9,Medio
1.069,263500,25.806,1.127,76655,1.531,31,2015,10,Poco
1.000,127500,21.925,0.667,18636,1.500,15,2015,11,Poco
0.962,212500,21.925,1.220,56818,0.776,25,2015,12,Medio
1.000,408000,21.925,3.429,306701,1.099,48,2016,1,Medio
1.029,378000,36.797,2.571,357662,0.068,36,2016,2,Mucho
1.000,231000,36.797,0.733,62333,0.716,22,2016,3,Medio
1.000,189000,36.797,0.720,50073,0.962,18,2016,4,Medio
1.000,157500,45.224,0.566,40317,0.632,15,2016,5,Medio
1.000,210000,47.330,0.667,66263,2.018,20,2016,6,Poco
1.083,136500,36.230,0.591,29223,1.302,13,2016,7,Poco
1.000,136500,32.900,0.667,29939,1.313,13,2016,8,Poco
1.000,157500,32.900,0.667,34545,1.174,15,2016,9,Poco
