KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.059,156600,28.845,2.250,101636,2.063,18,2013,12,Poco
1.167,182700,28.845,3.231,170262,0.441,21,2014,1,Medio
1.130,226200,28.845,3.714,242348,0.436,26,2014,2,Mucho
1.500,156600,28.845,1.200,54206,0.277,18,2014,3,Medio
0.938,130500,28.845,0.909,34221,1.108,15,2014,4,Poco
0.923,104400,28.097,1.333,39111,0.458,12,2014,5,Medio
2.125,147900,24.357,1.417,51034,0.600,17,2014,6,Medio
1.182,113100,24.357,0.634,17469,1.023,13,2014,7,Poco
1.000,95700,24.357,0.537,12508,1.857,11,2014,8,Poco
1.250,87000,24.357,1.053,22306,1.098,10,2014,9,Poco
1.000,95700,24.357,0.667,15540,0.353,11,2014,10,Medio
1.238,226200,24.357,1.625,89530,2.719,26,2014,11,Medio
1.000,26100,24.357,2.000,12714,0.191,3,2014,12,Poco
1.115,252300,24.357,8.286,509177,0.000,29,2015,1,Mucho
1.190,217500,24.357,3.846,203755,0.362,25,2015,2,Mucho
1.000,130500,24.357,1.429,45408,0.316,15,2015,3,Medio
1.071,130500,24.357,2.000,63571,0.652,15,2015,4,Medio
1.500,26100,19.869,0.182,943,0.000,3,2015,5,Medio
1.059,156600,19.869,0.750,23336,3.000,18,2015,6,Poco
1.214,147900,19.869,0.919,27003,1.250,17,2015,7,Poco
1.000,121800,19.869,0.933,22587,1.737,14,2015,8,Poco
1.429,87000,19.869,0.476,8231,0.490,10,2015,9,Medio
1.300,113100,19.869,0.473,10623,2.488,13,2015,10,Poco
1.700,147900,19.869,1.360,39965,1.703,17,2015,11,Poco
1.176,174000,19.869,3.333,115238,0.300,20,2015,12,Mucho
1.182,113100,19.869,0.667,14981,0.480,13,2016,1,Medio
1.211,200100,19.869,1.179,46893,1.860,23,2016,2,Poco
1.333,208800,19.869,1.714,71118,0.429,24,2016,3,Mucho
1.222,191400,19.192,0.667,24489,1.000,22,2016,4,Poco
1.091,104400,12.425,0.296,3843,2.000,12,2016,5,Poco
1.000,94400,27.361,0.222,5740,1.810,9,2016,6,Poco
1.333,220000,30.736,0.556,37566,3.209,20,2016,7,Poco
1.200,198000,30.736,0.766,46614,1.902,18,2016,8,Poco
1.600,88000,30.736,0.471,12728,1.340,8,2016,9,Poco
