KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.059,171000,42.833,18.000,1318385,0.375,18,2013,12,Mucho
1.136,237500,55.828,1.724,228605,0.176,25,2014,2,Mucho
1.111,190000,55.343,1.250,131439,1.300,20,2014,3,Poco
1.083,123500,55.343,4.333,296177,0.290,13,2014,4,Medio
1.200,57000,54.502,0.179,5564,3.000,6,2014,6,Poco
1.125,171000,54.502,1.000,93199,3.913,18,2014,7,Nada
1.000,218500,54.502,6.571,782576,0.643,23,2014,8,Mucho
1.000,85500,48.254,0.621,25608,0.064,9,2014,9,Medio
1.143,76000,47.368,0.242,8727,1.680,8,2014,10,Poco
1.050,199500,47.368,0.764,72164,2.850,21,2014,11,Medio
1.000,104500,47.368,0.957,47348,1.342,11,2014,12,Poco
1.250,47500,47.368,1.429,32143,0.450,5,2015,1,Medio
1.333,76000,45.973,0.552,19277,0.081,8,2015,2,Medio
1.000,66500,45.774,0.286,8697,3.500,7,2015,3,Nada
1.000,9500,45.774,0.049,212,3.150,1,2015,4,Nada
1.000,57000,45.774,0.353,9209,3.750,6,2015,5,Nada
1.375,104500,45.774,1.294,61902,3.000,11,2015,6,Poco
1.000,9500,45.774,0.400,1739,0.500,1,2015,7,Medio
1.000,9500,45.774,0.061,264,0.333,1,2015,8,Medio
1.167,66500,39.394,0.255,6668,7.154,7,2015,9,Nada
1.000,76000,39.394,0.400,11976,8.000,8,2015,10,Nada
0.800,38000,39.394,0.286,4277,3.000,4,2015,11,Nada
1.000,57000,38.397,0.222,4864,1.895,6,2015,12,Poco
1.053,190000,37.799,0.488,35033,7.000,20,2016,1,Nada
1.238,247000,36.204,0.963,86112,4.000,26,2016,2,Poco
1.100,104500,36.204,1.571,59452,0.808,11,2016,3,Medio
1.167,70000,36.970,0.194,5032,2.857,7,2016,5,Poco
1.000,70000,36.970,0.246,6356,4.174,7,2016,6,Nada
1.250,50000,36.970,0.222,4108,3.947,5,2016,7,Nada
1.000,60000,36.970,0.353,7829,3.158,6,2016,8,Nada
1.000,50000,31.733,0.169,2689,2.333,5,2016,9,Poco
