KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.333,36000,52.106,1.263,23695,6.818,24,2013,12,Nada
1.000,13500,52.106,1.125,7914,1.114,9,2014,1,Poco
1.000,3000,52.106,0.250,391,0.205,2,2014,2,Medio
1.714,18000,52.106,1.846,17315,1.114,12,2014,3,Poco
1.500,18000,52.106,1.000,9379,0.000,12,2014,4,Medio
1.917,34500,38.867,3.538,47448,0.000,23,2014,5,Mucho
2.500,22500,37.606,1.304,11037,0.830,15,2014,6,Medio
2.059,52500,37.606,7.000,138202,0.600,35,2014,7,Mucho
1.125,27000,37.606,1.241,12605,0.446,18,2014,9,Medio
1.000,9000,37.606,0.400,1354,0.701,6,2014,10,Medio
1.800,27000,37.606,1.200,12184,0.750,18,2014,11,Medio
1.200,18000,37.606,1.000,6769,1.286,12,2014,12,Poco
1.200,18000,37.606,1.000,6769,0.500,12,2015,1,Medio
1.273,21000,37.606,1.273,10051,1.286,14,2015,2,Poco
1.000,10500,37.606,1.077,4252,0.316,7,2015,3,Poco
1.429,15000,37.291,1.000,5594,0.818,10,2015,4,Medio
1.000,7500,34.460,0.345,891,1.065,5,2015,5,Poco
1.400,21000,34.460,1.273,9210,2.455,14,2015,6,Poco
1.500,18000,31.975,3.000,17266,0.414,12,2015,7,Medio
3.000,4500,30.732,0.353,488,0.387,3,2015,8,Medio
1.333,12000,30.732,0.889,3278,1.345,8,2015,9,Poco
2.167,19500,17.974,2.889,10125,0.652,13,2015,10,Medio
1.000,1500,10.000,0.105,16,0.500,1,2015,11,Poco
1.273,21000,10.000,1.750,3675,2.045,14,2015,12,Poco
1.250,7500,10.000,1.111,833,0.107,5,2016,1,Poco
1.400,10500,7.394,0.667,518,1.200,7,2016,2,Nada
1.000,6500,14.517,0.364,343,1.500,4,2016,3,Nada
1.000,16000,30.545,0.727,3554,1.688,8,2016,4,Poco
1.250,20000,32.977,0.714,4711,2.053,10,2016,5,Poco
1.714,24000,34.019,1.333,10886,2.045,12,2016,6,Poco
1.000,2000,34.019,0.133,91,0.300,1,2016,7,Medio
2.000,16000,30.545,0.571,2793,1.565,8,2016,8,Poco
1.300,26000,30.545,0.839,6661,2.286,13,2016,9,Poco
