KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.013,121500,43.406,1.087,57340,10.227,81,2013,12,Nada
1.074,87000,43.406,1.365,51536,2.155,58,2014,1,Poco
1.023,67500,43.406,1.579,46262,0.205,45,2014,2,Medio
1.000,75000,43.406,1.042,33911,0.750,50,2014,3,Medio
1.021,72000,43.406,1.032,32261,0.980,48,2014,4,Medio
0.969,94500,43.424,0.621,25470,0.902,63,2014,5,Poco
0.968,45000,43.439,0.208,4072,2.981,30,2014,6,Nada
0.976,60000,43.439,0.370,9653,2.723,40,2014,7,Nada
0.980,73500,43.439,0.772,24637,1.985,49,2014,8,Poco
1.019,79500,43.439,2.208,76263,0.983,53,2014,9,Medio
1.026,58500,43.439,0.655,16657,0.190,39,2014,10,Medio
1.071,45000,43.439,0.316,6173,2.340,30,2014,11,Poco
1.000,42000,48.992,0.222,4573,1.967,28,2014,12,Poco
1.000,60000,54.545,0.263,8612,5.320,40,2015,1,Nada
1.053,30000,54.545,0.164,2683,4.041,20,2015,2,Nada
0.966,42000,54.545,0.286,6545,3.818,28,2015,3,Nada
0.955,31500,54.545,0.286,4909,2.864,21,2015,4,Poco
1.000,13500,54.545,0.154,1133,2.739,9,2015,5,Poco
0.000,0,0.000,0.000,0,2.793,0,2015,6,Nada
1.000,16500,54.545,0.227,2041,5.400,11,2015,7,Nada
1.000,24000,54.545,0.744,9742,6.450,16,2015,8,Nada
1.000,40500,29.212,1.636,19360,0.000,27,2015,9,Medio
1.020,75000,29.212,1.316,28828,1.833,50,2015,10,Poco
0.963,39000,29.212,0.520,5924,1.387,26,2015,11,Nada
1.056,57000,29.212,0.655,10909,1.660,38,2015,12,Poco
0.975,58500,29.212,0.667,11393,1.553,39,2016,1,Nada
1.026,60000,29.212,0.690,12088,1.689,40,2016,2,Poco
1.000,52500,29.212,0.574,8800,1.487,35,2016,3,Poco
1.000,75000,29.212,0.505,11065,1.684,50,2016,4,Poco
0.978,66000,29.212,0.393,7574,3.216,44,2016,5,Nada
1.063,51000,29.212,0.386,5756,2.093,34,2016,6,Poco
1.024,63000,29.212,0.444,8179,2.016,42,2016,7,Poco
1.027,57000,29.212,0.306,5103,2.575,38,2016,8,Poco
1.122,69000,29.212,0.327,6599,3.816,46,2016,9,Nada
