KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
0.000,0,0.000,0.000,0,1.513,0,2013,12,Nada
2.000,2000,48.485,0.019,19,1.513,2,2014,1,Poco
2.125,17000,48.485,0.155,1280,1.513,17,2014,2,Poco
1.333,16000,45.693,0.118,860,15.947,16,2014,3,Nada
2.000,46000,44.018,0.238,4826,14.657,46,2014,4,Nada
2.000,58000,46.776,0.289,7829,8.165,58,2014,5,Nada
3.129,97000,54.015,0.700,36695,4.675,97,2014,6,Poco
2.500,60000,48.848,1.333,39078,1.343,60,2014,7,Poco
1.500,24000,48.479,1.333,15513,0.000,24,2014,8,Medio
2.769,36000,48.479,2.000,34905,0.597,36,2014,9,Medio
1.636,18000,75.809,0.290,3962,1.640,18,2014,11,Poco
2.154,28000,30.609,0.406,3478,3.609,28,2014,12,Nada
1.882,32000,30.609,0.821,8037,2.705,32,2015,1,Poco
1.857,26000,30.609,2.261,17993,0.885,26,2015,2,Medio
1.759,51000,32.746,11.333,189270,0.000,51,2015,3,Mucho
1.467,22000,32.095,0.512,3613,0.248,22,2015,4,Medio
1.750,56000,30.609,1.143,19590,2.333,56,2015,5,Poco
1.471,25000,29.540,0.467,3451,0.488,25,2015,6,Medio
1.250,30000,29.036,0.423,3681,2.505,30,2015,7,Poco
1.500,30000,29.036,1.071,9333,1.514,30,2015,8,Poco
1.625,13000,28.400,0.929,3428,0.864,13,2015,10,Poco
1.600,24000,27.815,0.889,5934,0.551,24,2015,11,Medio
1.368,26000,27.464,0.813,5802,3.140,26,2015,12,Nada
1.313,21000,27.464,0.532,3066,0.905,21,2016,1,Medio
1.571,11000,27.464,0.202,610,2.535,11,2016,2,Nada
1.417,25500,51.642,0.306,4034,2.534,17,2016,3,Poco
1.818,30000,51.642,0.299,4625,3.796,20,2016,4,Nada
1.429,30000,51.642,0.385,5959,4.500,20,2016,5,Nada
1.167,10500,51.642,0.106,575,1.684,7,2016,6,Poco
1.600,36000,51.642,0.271,5042,6.383,24,2016,7,Nada
2.000,39000,51.642,0.406,8182,4.529,26,2016,8,Nada
1.962,76500,51.642,2.000,79013,2.684,51,2016,9,Poco
