KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.043,180000,36.970,1.043,69439,6.900,24,2013,12,Poco
1.000,120000,36.970,0.800,35491,2.029,16,2014,1,Poco
1.063,127500,36.970,0.642,30238,1.020,17,2014,2,Poco
1.077,105000,36.970,0.412,15984,1.895,14,2014,3,Poco
1.000,60000,36.970,0.286,6338,2.043,8,2014,4,Poco
1.111,75000,36.970,0.400,11091,1.846,10,2014,5,Poco
1.167,52500,36.970,0.298,5781,2.438,7,2014,6,Poco
0.800,30000,36.970,0.222,2465,2.520,4,2014,7,Nada
1.000,30000,34.747,0.211,2195,2.143,4,2014,8,Poco
1.000,60000,32.525,0.308,6005,4.600,8,2014,9,Nada
1.167,52500,32.525,0.275,4687,5.438,7,2014,10,Nada
1.000,30000,32.525,0.200,1952,3.474,4,2014,11,Nada
1.400,105000,32.525,0.700,23906,2.842,14,2014,12,Nada
1.000,97500,42.906,0.473,19776,2.640,13,2015,1,Poco
1.000,135000,66.263,0.621,55524,3.194,18,2015,2,Nada
1.000,75000,66.263,0.500,24848,1.667,10,2015,3,Poco
1.000,75000,32.525,0.625,15246,1.098,10,2015,4,Poco
1.000,90000,32.525,1.091,31934,1.342,12,2015,5,Poco
1.000,22500,32.525,0.316,2311,0.469,3,2015,6,Poco
1.000,52500,27.272,0.424,6074,1.680,7,2015,7,Poco
1.143,60000,27.272,0.250,4091,2.591,8,2015,8,Poco
1.000,30000,27.272,0.093,761,7.500,4,2015,9,Nada
1.000,52500,27.272,0.189,2709,6.474,7,2015,10,Nada
1.000,75000,27.272,0.357,7305,5.211,10,2015,11,Nada
1.000,45000,27.272,0.300,3682,3.286,6,2015,12,Nada
1.000,105000,30.000,1.000,31500,2.217,14,2016,1,Poco
1.000,90000,28.333,1.091,27818,1.100,12,2016,2,Poco
1.000,75000,27.273,0.833,17045,1.031,10,2016,3,Poco
1.000,75000,27.273,0.714,14610,1.083,10,2016,4,Poco
1.000,76000,28.230,0.625,13409,1.406,10,2016,5,Poco
1.125,76500,35.829,0.600,16445,1.700,9,2016,6,Poco
1.000,42500,35.829,0.476,7251,1.345,5,2016,7,Poco
1.000,59500,35.829,1.556,33162,1.000,7,2016,8,Poco
1.000,8500,35.829,0.154,469,0.143,1,2016,9,Medio
