KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.045,80500,32.468,3.538,92483,1.714,23,2013,12,Medio
1.000,119000,32.468,6.800,262727,0.405,34,2014,1,Mucho
1.000,94500,32.468,4.909,150620,0.211,27,2014,2,Medio
1.000,108500,30.624,6.200,206009,0.214,31,2014,3,Mucho
0.947,63000,29.870,2.769,52112,0.130,18,2014,4,Medio
1.000,63000,29.870,2.400,45164,0.355,18,2014,5,Medio
1.000,63000,29.870,6.000,112909,0.269,18,2014,6,Medio
1.000,17500,29.870,2.000,10455,0.000,5,2014,7,Medio
1.000,49000,29.870,2.333,34152,0.366,14,2014,8,Medio
1.158,77000,29.870,4.000,92000,0.568,22,2014,9,Medio
1.053,70000,29.870,4.444,92929,0.293,20,2014,10,Medio
1.000,42000,29.870,2.000,25091,0.268,12,2014,11,Medio
1.000,80500,29.870,4.600,110609,0.389,23,2014,12,Medio
1.048,77000,29.870,14.667,337333,0.164,22,2015,1,Medio
1.053,70000,29.870,10.000,209091,0.182,20,2015,3,Medio
1.000,52500,29.870,6.000,94091,0.000,15,2015,4,Medio
1.059,63000,29.870,3.273,61587,0.268,18,2015,5,Medio
1.077,49000,29.870,3.500,51227,0.340,14,2015,6,Medio
1.077,49000,29.870,3.500,51227,0.128,14,2015,7,Medio
1.000,73500,29.870,7.000,153682,0.391,21,2015,8,Medio
1.067,56000,29.870,5.333,89212,0.000,16,2015,9,Medio
1.000,70000,29.870,3.077,64336,0.353,20,2015,10,Medio
1.000,73500,29.870,3.818,83826,0.368,21,2015,11,Medio
1.065,115500,29.870,13.200,455400,0.211,33,2015,12,Mucho
1.030,119000,29.870,68.000,2417091,0.041,34,2016,1,Mucho
1.136,87500,29.870,25.000,653409,0.000,25,2016,2,Mucho
1.000,66500,29.870,6.333,125803,0.065,19,2016,3,Medio
1.125,63000,29.870,4.000,75273,0.154,18,2016,4,Medio
1.091,42000,29.870,2.182,27372,0.242,12,2016,5,Medio
1.000,28000,29.870,1.778,14869,0.367,8,2016,6,Medio
1.067,56000,29.870,8.000,133818,0.237,16,2016,7,Medio
1.154,52500,25.974,10.000,136364,0.083,15,2016,8,Medio
1.214,59500,25.974,5.667,87576,0.154,17,2016,9,Medio
