KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.000,22000,38.636,3.667,31167,1.800,11,2013,12,Medio
1.273,28000,38.636,28.000,302909,0.000,14,2014,1,Mucho
1.000,14000,38.636,2.800,15145,0.086,7,2014,2,Medio
1.100,22000,36.983,2.200,17900,0.375,11,2014,3,Medio
1.111,20000,36.364,2.000,14545,0.562,10,2014,4,Medio
1.143,16000,36.364,1.600,9309,0.429,8,2014,5,Medio
1.000,4000,36.364,0.364,529,0.621,2,2014,6,Medio
1.000,16000,36.364,2.286,13299,0.750,8,2014,7,Medio
1.000,22000,36.364,7.333,58667,0.333,11,2014,8,Medio
1.200,12000,36.364,12.000,52364,0.143,6,2014,9,Medio
1.000,24000,36.364,24.000,209455,0.000,12,2014,10,Mucho
1.176,40000,36.364,20.000,290909,0.103,20,2014,11,Mucho
1.231,32000,36.364,6.400,74473,0.079,16,2014,12,Medio
1.250,30000,36.364,7.500,81818,0.250,15,2015,1,Medio
1.000,18000,36.364,18.000,117818,0.000,9,2015,2,Medio
1.429,20000,36.364,10.000,72727,0.075,10,2015,3,Medio
1.000,8000,36.364,1.333,3879,0.088,4,2015,4,Medio
1.000,16000,36.364,2.286,13299,0.652,8,2015,5,Medio
1.250,10000,36.364,1.111,4040,0.273,5,2015,6,Medio
1.000,14000,36.364,1.167,5939,1.235,7,2015,7,Poco
1.143,16000,36.364,2.286,13299,0.750,8,2015,8,Medio
1.000,18000,36.364,1.286,8416,0.300,9,2015,9,Medio
1.250,20000,36.364,1.053,7656,1.500,10,2015,10,Poco
1.000,24000,36.364,2.000,17455,0.778,12,2015,11,Medio
1.250,30000,36.364,6.000,65455,0.484,15,2015,12,Medio
1.313,42000,36.364,6.000,91636,0.000,21,2016,1,Mucho
1.000,12000,36.364,1.500,6545,0.438,6,2016,2,Medio
1.000,10000,36.364,1.429,5195,0.071,5,2016,3,Medio
1.000,10000,36.364,1.000,3636,0.562,5,2016,4,Medio
1.200,12000,36.364,1.714,7481,0.750,6,2016,5,Medio
1.400,14000,36.364,2.000,10182,0.563,7,2016,6,Medio
1.875,30000,36.364,3.750,40909,0.667,15,2016,7,Medio
1.167,28000,34.545,3.111,30093,0.429,14,2016,8,Medio
1.333,16000,33.182,2.286,12135,0.417,8,2016,9,Medio
