KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.167,25900,36.216,2.000,18760,4.200,7,2013,12,Nada
1.000,22200,36.216,3.000,24120,0.000,6,2014,1,Mucho
1.000,14800,36.216,0.800,4288,0.667,4,2014,2,Medio
1.000,3700,36.216,0.182,244,1.059,1,2014,3,Poco
1.000,11100,36.216,0.545,2193,1.364,3,2014,4,Poco
1.000,7400,36.216,0.400,1072,2.250,2,2014,5,Poco
1.000,22200,36.290,1.714,13811,2.000,6,2014,6,Poco
1.000,14800,36.290,0.667,3581,0.818,4,2014,7,Medio
1.000,14800,36.290,0.571,3069,2.250,4,2014,8,Poco
1.000,11100,36.290,0.545,2197,1.071,3,2014,9,Poco
1.000,11100,36.290,0.500,2014,1.636,3,2014,10,Poco
1.000,22200,36.290,1.200,9668,1.800,6,2014,11,Poco
1.000,29600,36.290,1.600,17187,1.000,8,2014,12,Poco
1.000,29600,36.290,1.333,14322,1.059,8,2015,1,Poco
1.000,29600,36.290,1.143,12276,0.818,8,2015,2,Medio
1.333,29600,36.290,2.000,21484,1.000,8,2015,3,Poco
1.000,7400,32.727,1.000,2422,0.000,2,2015,4,Medio
1.000,7400,32.727,0.364,881,0.667,2,2015,5,Medio
1.000,11100,32.727,0.400,1453,1.750,3,2015,6,Poco
1.000,25900,28.550,1.077,7963,3.429,7,2015,7,Nada
1.000,25900,28.550,2.800,20705,1.250,7,2015,8,Poco
1.000,14800,19.631,1.143,3321,0.000,4,2015,9,Medio
1.000,22200,19.631,1.000,4358,1.167,6,2015,10,Poco
1.000,18500,19.631,1.000,3632,0.882,5,2015,11,Medio
1.000,22200,19.631,1.500,6537,1.000,6,2015,12,Poco
1.000,37000,19.101,2.222,15705,0.529,10,2016,1,Mucho
1.000,22200,18.305,0.923,3751,0.857,6,2016,2,Poco
1.200,24800,26.870,0.600,3998,0.955,6,2016,3,Medio
1.000,5000,39.545,0.080,158,1.773,1,2016,4,Poco
1.000,25000,39.545,0.526,5203,2.769,5,2016,5,Poco
1.000,5000,39.545,0.133,264,1.750,1,2016,6,Poco
1.000,35000,39.545,0.875,12111,3.429,7,2016,7,Poco
2.000,20000,39.545,0.471,3722,1.846,4,2016,8,Poco
1.000,25000,39.545,0.833,8239,2.250,5,2016,9,Poco
